user_id;gender;age;zipcode;occupation
1407;1;35;53704;scientist
1408;2;25;90046;other or not speci1ied
1409;2;18;97215;college/grad student
1410;2;50;94404;executive/2anagerial
1411;2;35;8107;acade2ic/educator
1412;2;25;94089;technician/engineer
1413;2;18;98122;clerical/ad2in
1414;2;18;85035;college/grad student
1415;2;45;22901;sales/2arketing
1416;2;25;98101;sales/2arketing
1417;2;35;10472;sel1-e2ployed
1418;2;18;48197;college/grad student
1419;1;25;95336;acade2ic/educator
1420;2;18;1375;college/grad student
1421;1;1;53704;K-12 student
1422;2;35;55934;technician/engineer
1423;2;25;8540;college/grad student
1424;2;35;28209;other or not speci1ied
1425;2;1;8872;K-12 student
1426;2;18;94070;sales/2arketing
1427;2;25;21401;progra22er
1428;1;45;40204;lawyer
1429;1;35;11229;clerical/ad2in
1430;2;18;97215;college/grad student
1431;2;56;91011;doctor/health care
1432;2;35;94549;acade2ic/educator
1433;1;18;49505;sales/2arketing
1434;1;1;495321;K-12 student
1435;2;25;48103;sales/2arketing
1436;1;50;97005;doctor/health care
1437;2;50;89102;clerical/ad2in
1438;2;18;21222;artist
1439;2;35;98037;clerical/ad2in
1440;2;35;94520;progra22er
1441;2;35;54729;sel1-e2ployed
1442;2;18;12345;artist
1443;2;35;98055;artist
1444;1;25;91106;college/grad student
1445;2;25;98109;artist
1446;2;35;10128;progra22er
1447;2;18;80521;college/grad student
1448;1;25;17522;clerical/ad2in
1449;2;35;17112;writer
1450;2;18;94704;college/grad student
1451;2;35;90012;writer
1452;1;56;90732;retired
1453;2;25;19444;sales/2arketing
1454;2;18;93117;college/grad student
1455;1;45;92126;other or not speci1ied
1456;2;25;98074;artist
1457;2;25;95472;acade2ic/educator
1458;2;1;8055;other or not speci1ied
1459;1;25;80027;other or not speci1ied
1460;1;18;95132;college/grad student
1461;1;45;94115;other or not speci1ied
1462;2;35;95405;sel1-e2ployed
1463;2;50;92612-3417;sel1-e2ployed
1464;2;35;75063;progra22er
1465;2;50;93003;sel1-e2ployed
1466;2;18;29201;college/grad student
1467;2;25;97007;custo2er service
1468;2;1;19147;sales/2arketing
1469;2;56;95420;writer
1470;2;18;94118;college/grad student
1471;2;25;11106;technician/engineer
1472;2;25;90248;executive/2anagerial
1473;2;25;6511;sales/2arketing
1474;2;25;98115;college/grad student
1475;1;25;75075;artist
1476;1;18;91030;other or not speci1ied
1477;1;45;90601;acade2ic/educator
1478;2;1;92620;K-12 student
1479;1;50;94501;artist
1480;2;25;91367;writer
1481;2;35;77096;technician/engineer
1482;2;25;94132;executive/2anagerial
1483;2;18;54481;college/grad student
1484;2;25;7054;progra22er
1485;1;25;80538;ho2e2aker
1486;2;25;90638;sel1-e2ployed
1487;2;35;7644;executive/2anagerial
1488;2;25;94538;executive/2anagerial
1489;1;35;60201;artist
1490;2;50;90505;executive/2anagerial
1491;2;18;6511;college/grad student
1492;2;25;98102;progra22er
1493;1;25;60657;sales/2arketing
1494;2;25;38104;technician/engineer
1495;2;18;77341;other or not speci1ied
1496;2;25;94108;technician/engineer
1497;2;50;80220;custo2er service
1498;2;18;2139;college/grad student
1499;2;1;19343;K-12 student
1500;2;25;98115;technician/engineer
1501;2;25;75801;lawyer
1502;2;18;12188;college/grad student
1503;2;25;92688;progra22er
1504;2;18;22030;une2ployed
1505;2;50;90041;lawyer
1506;2;25;8550;executive/2anagerial
1507;2;35;95476;technician/engineer
1508;1;1;94539;K-12 student
1509;2;1;11803;other or not speci1ied
1510;1;25;48067;acade2ic/educator
1511;2;35;8902;progra22er
1512;2;25;11102;writer
1513;1;35;95003;sel1-e2ployed
1514;2;18;97215;college/grad student
1515;2;25;48324;sel1-e2ployed
1516;1;25;53154;progra22er
1517;2;18;10002;other or not speci1ied
1518;2;25;95831;artist
1519;2;18;38120;college/grad student
1520;2;25;94506;technician/engineer
1521;1;25;8902;executive/2anagerial
1522;2;35;10025;writer
1523;2;25;95209;technician/engineer
1524;2;18;6459;college/grad student
1525;1;25;94706;sel1-e2ployed
1526;2;56;80538;technician/engineer
1527;2;18;78230;K-12 student
1528;2;25;94903;scientist
1529;2;18;97266;college/grad student
1530;2;25;53711;college/grad student
1531;2;45;60462;technician/engineer
1532;2;18;43613;sales/2arketing
1533;2;45;71711;acade2ic/educator
1534;2;50;12184;progra22er
1535;1;18;90036;writer
1536;1;35;83001;clerical/ad2in
1537;2;18;2446;writer
1538;2;25;22601;clerical/ad2in
1539;2;25;2359;clerical/ad2in
1540;2;45;97214;other or not speci1ied
1541;2;56;23464-3016;technician/engineer
1542;2;18;12054;technician/engineer
1543;2;25;10549;lawyer
1544;2;25;63146;progra22er
1545;2;25;20009;writer
1546;2;25;22903;college/grad student
1547;2;56;2115;retired
1548;2;35;53703;acade2ic/educator
1549;2;35;20901;doctor/health care
1550;2;18;11580;college/grad student
1551;2;25;20008;lawyer
1552;2;45;10021;writer
1553;1;25;64116;scientist
1554;1;35;17013;progra22er
1555;1;18;20008;other or not speci1ied
1556;2;18;48073;college/grad student
1557;1;18;10039;college/grad student
1558;2;18;60611;doctor/health care
1559;2;35;10014;1ar2er
1560;1;25;85226;clerical/ad2in
1561;1;18;11214;college/grad student
1562;2;18;43611;writer
1563;1;1;87123;K-12 student
1564;2;50;1096;acade2ic/educator
1565;2;45;78731;technician/engineer
1566;2;35;77550;sel1-e2ployed
1567;2;25;6511;progra22er
1568;1;1;94086;K-12 student
1569;1;56;7701;retired
1570;2;18;75093;technician/engineer
1571;2;25;98033;writer
1572;1;25;2155;clerical/ad2in
1573;2;1;77479;other or not speci1ied
1574;2;25;81007;doctor/health care
1575;1;50;94949;executive/2anagerial
1576;1;45;85202;ho2e2aker
1577;2;56;72227-5733;other or not speci1ied
1578;2;18;22201;college/grad student
1579;2;25;60201;other or not speci1ied
1580;1;18;76201;college/grad student
1581;1;18;10003;college/grad student
1582;2;18;10705;other or not speci1ied
1583;2;35;94115;doctor/health care
1584;2;25;45701;une2ployed
1585;2;56;92315;writer
1586;2;45;77351;executive/2anagerial
1587;1;25;30308;clerical/ad2in
1588;2;25;22043;lawyer
1589;2;25;95136;other or not speci1ied
1590;2;35;95003;acade2ic/educator
1591;2;50;26501;executive/2anagerial
1592;2;35;50111;executive/2anagerial
1593;2;25;78411;sel1-e2ployed
1594;1;35;10013;writer
1595;2;35;92683-1892;acade2ic/educator
1596;1;18;48108;custo2er service
1597;2;25;10002;progra22er
1598;2;35;76548;retired
1599;2;25;92646;other or not speci1ied
1600;2;35;8234;executive/2anagerial
1601;2;25;83001;progra22er
1602;1;25;10562;executive/2anagerial
1603;1;25;13326;other or not speci1ied
1604;2;25;50111;lawyer
1605;1;18;28270;other or not speci1ied
1606;1;35;55405;clerical/ad2in
1607;2;45;2135;acade2ic/educator
1608;2;25;75230;lawyer
1609;1;35;6830;ho2e2aker
1610;2;25;55555;lawyer
1611;2;25;3867;other or not speci1ied
1612;2;25;11354;technician/engineer
1613;2;18;61801;writer
1614;2;35;90027;other or not speci1ied
1615;1;45;10022;executive/2anagerial
1616;2;25;16101;other or not speci1ied
1617;2;25;44060;progra22er
1618;2;50;44139;other or not speci1ied
1619;2;50;48843;clerical/ad2in
1620;2;25;48009;writer
1621;2;25;11423;college/grad student
1622;2;18;53715;college/grad student
1623;2;50;7746;scientist
1624;2;25;6810;other or not speci1ied
1625;2;45;4330;other or not speci1ied
1626;2;18;10010;college/grad student
1627;2;18;91505;technician/engineer
1628;2;18;90028;writer
1629;2;18;10003;college/grad student
1630;2;45;91355;technician/engineer
1631;1;50;94514;other or not speci1ied
1632;2;25;94120;sel1-e2ployed
1633;1;45;99701;executive/2anagerial
1634;1;56;38340;other or not speci1ied
1635;2;25;97212;other or not speci1ied
1636;1;25;60612;une2ployed
1637;2;56;90049;other or not speci1ied
1638;1;18;95405;technician/engineer
1639;2;25;95405;technician/engineer
1640;2;35;95610;technician/engineer
1641;2;25;95819;other or not speci1ied
1642;2;50;62002;retired
1643;2;45;90813;artist
1644;2;18;90210;progra22er
1645;1;18;62225;ho2e2aker
1646;2;25;90046;writer
1647;2;18;98118;trades2an/cra1ts2an
1648;2;50;85202;sales/2arketing
1649;2;18;98034;une2ployed
1650;2;25;94607;une2ployed
1651;2;25;94520;progra22er
1652;2;25;98208;sel1-e2ployed
1653;2;18;94044;other or not speci1ied
1654;1;45;94114;other or not speci1ied
1655;2;18;94507;college/grad student
1656;2;25;94122;technician/engineer
1657;1;45;10022;other or not speci1ied
1658;1;35;94214;doctor/health care
1659;1;18;99703;ho2e2aker
1660;1;25;94577;artist
1661;2;35;80526;executive/2anagerial
1662;2;25;94121;progra22er
1663;2;18;77845;college/grad student
1664;1;18;76707;college/grad student
1665;2;45;87505;technician/engineer
1666;2;25;15241;sales/2arketing
1667;2;50;98516;sel1-e2ployed
1668;2;35;95602;artist
1669;1;25;75006;technician/engineer
1670;1;56;95320;retired
1671;2;35;98368;other or not speci1ied
1672;2;25;93933;technician/engineer
1673;2;1;98043-3621;K-12 student
1674;2;35;95816;artist
1675;1;25;97116;doctor/health care
1676;2;18;91301;college/grad student
1677;2;18;97123;sales/2arketing
1678;1;18;97070;technician/engineer
1679;2;25;98052;progra22er
1680;2;25;95380;writer
1681;2;18;78705;college/grad student
1682;2;25;98102;artist
1683;1;25;98109;executive/2anagerial
1684;2;18;85226;clerical/ad2in
1685;2;35;95833;progra22er
1686;2;35;94062;progra22er
1687;2;25;85013;clerical/ad2in
1688;1;18;34243;college/grad student
1689;2;35;98465;custo2er service
1690;2;35;98029;sel1-e2ployed
1691;1;25;85301;technician/engineer
1692;2;35;97333;writer
1693;2;25;98684;progra22er
1694;2;25;98116;progra22er
1695;2;25;97206;acade2ic/educator
1696;2;35;95765;executive/2anagerial
1697;1;18;98052;college/grad student
1698;2;35;97214;artist
1699;1;25;98102;une2ployed
1700;2;25;98119;writer
1701;1;25;97233;college/grad student
1702;2;18;97303;K-12 student
1703;2;18;77047;scientist
1704;2;25;98926;college/grad student
1705;1;18;85033;college/grad student
1706;2;25;19134;writer
1707;2;50;95070;acade2ic/educator
1708;2;25;64106;other or not speci1ied
1709;2;25;73147;other or not speci1ied
1710;2;18;94530;other or not speci1ied
1711;1;18;30134;college/grad student
1712;2;25;73003;other or not speci1ied
1713;2;25;47421;other or not speci1ied
1714;2;25;43212;technician/engineer
1715;2;25;53406;sel1-e2ployed
1716;2;25;43229;other or not speci1ied
1717;1;50;30307;doctor/health care
1718;2;18;43235;college/grad student
1719;2;18;60523;sel1-e2ployed
1720;2;18;94720;college/grad student
1721;2;18;70043;une2ployed
1722;2;35;72058;other or not speci1ied
1723;2;35;60103;technician/engineer
1724;2;18;961;college/grad student
1725;2;18;67218;une2ployed
1726;2;25;60160;artist
1727;2;35;50317;sel1-e2ployed
1728;2;18;11710-1641;college/grad student
1729;2;25;53715;executive/2anagerial
1730;1;18;60137;college/grad student
1731;1;18;91601;other or not speci1ied
1732;2;18;13655;college/grad student
1733;2;18;43725;sales/2arketing
1734;2;45;94602;technician/engineer
1735;2;18;30605;writer
1736;2;56;606;1ar2er
1737;2;35;46614;writer
1738;2;35;30034;sel1-e2ployed
1739;2;56;77079;sel1-e2ployed
1740;2;56;96153;acade2ic/educator
1741;2;35;91107;executive/2anagerial
1742;2;25;8109;scientist
1743;2;35;77566;technician/engineer
1744;2;35;50325;progra22er
1745;2;45;94114;other or not speci1ied
1746;2;25;33157;college/grad student
1747;2;25;90638;other or not speci1ied
1748;2;50;4240;acade2ic/educator
1749;2;25;10040;artist
1750;2;50;10128;custo2er service
1751;2;35;77024;writer
1752;2;25;96813;clerical/ad2in
1753;2;35;90803;doctor/health care
1754;2;18;27028;une2ployed
1755;1;18;77005;college/grad student
1756;1;25;75149;acade2ic/educator
1757;2;25;75206;college/grad student
1758;1;25;33067-1400;other or not speci1ied
1759;2;25;22112;sel1-e2ployed
1760;1;25;90016;clerical/ad2in
1761;2;35;72058;other or not speci1ied
1762;2;25;75230;sales/2arketing
1763;2;35;76248;executive/2anagerial
1764;2;18;75149;other or not speci1ied
1765;2;18;13655;college/grad student
1766;1;45;94566;other or not speci1ied
1767;2;25;75205;writer
1768;2;45;75067;sel1-e2ployed
1769;2;25;75240;technician/engineer
1770;2;35;79605;sel1-e2ployed
1771;2;25;75044;technician/engineer
1772;2;56;90680;artist
1773;2;18;7030;college/grad student
1774;2;25;99003;technician/engineer
1775;2;25;70115;college/grad student
1776;2;25;45801;other or not speci1ied
1777;2;25;17022;writer
1778;2;18;94704;college/grad student
1779;2;18;78133;acade2ic/educator
1780;2;35;22181;acade2ic/educator
1781;1;35;8009;other or not speci1ied
1782;2;45;23454;other or not speci1ied
1783;2;18;10027;college/grad student
1784;2;18;18104;writer
1785;2;18;4901;college/grad student
1786;2;45;85721;acade2ic/educator
1787;2;18;90210;1ar2er
1788;2;45;19104;artist
1789;2;1;19116;K-12 student
1790;2;25;19152;other or not speci1ied
1791;2;18;19146;college/grad student
1792;1;25;53523;artist
1793;2;25;20008;college/grad student
1794;2;25;20878;lawyer
1795;2;18;20724;technician/engineer
1796;2;50;20852;lawyer
1797;2;35;52003;executive/2anagerial
1798;2;45;22204;lawyer
1799;2;35;70118;lawyer
1800;2;18;70118;college/grad student
1801;1;25;54729;doctor/health care
1802;2;18;22903;college/grad student
1803;2;25;50021;artist
1804;2;25;22314;executive/2anagerial
1805;2;18;22401;college/grad student
1806;2;18;22032;college/grad student
1807;2;18;20742;technician/engineer
1808;1;18;22031;college/grad student
1809;1;25;12189;sales/2arketing
1810;2;50;90210;retired
1811;2;56;8825;artist
1812;1;25;48103;progra22er
1813;1;35;90035;doctor/health care
1814;2;50;10014;executive/2anagerial
1815;2;1;30707;acade2ic/educator
1816;1;35;56007;ho2e2aker
1817;2;35;53706;acade2ic/educator
1818;2;1;2254;1ar2er
1819;1;35;45249;progra22er
1820;2;25;50265;writer
1821;2;25;43315;writer
1822;1;25;53713;other or not speci1ied
1823;1;35;92801;acade2ic/educator
1824;1;18;43560;college/grad student
1825;2;25;50310;executive/2anagerial
1826;2;45;49265;lawyer
1827;1;25;7721;acade2ic/educator
1828;2;18;7030;college/grad student
1829;2;25;7302;sel1-e2ployed
1830;2;18;12180;college/grad student
1831;2;18;53190;college/grad student
1832;1;18;14433;college/grad student
1833;2;18;7030;technician/engineer
1834;2;35;10990;custo2er service
1835;2;25;11501;une2ployed
1836;2;25;10016;other or not speci1ied
1837;2;25;8817;artist
1838;2;35;10011;executive/2anagerial
1839;2;18;7940;college/grad student
1840;2;25;11217;progra22er
1841;2;18;95037;other or not speci1ied
1842;2;18;53190;college/grad student
1843;2;25;10014;progra22er
1844;1;18;53711;college/grad student
1845;2;25;10002;artist
1846;2;45;95051;progra22er
1847;2;18;60047;college/grad student
1848;2;35;10011;custo2er service
1849;2;35;11747;executive/2anagerial
1850;2;18;12582;custo2er service
1851;2;25;59602;une2ployed
1852;2;25;10036;progra22er
1853;2;50;90803;other or not speci1ied
1854;2;25;92346;other or not speci1ied
1855;2;18;93004;college/grad student
1856;2;56;92065;executive/2anagerial
1857;2;1;92106;K-12 student
1858;1;18;59715;college/grad student
1859;1;25;66049;college/grad student
1860;2;56;94591;sel1-e2ployed
1861;2;50;92129;sel1-e2ployed
1862;2;50;95129;sales/2arketing
1863;2;18;90048;college/grad student
1864;2;35;94306;executive/2anagerial
1865;1;18;94606;acade2ic/educator
1866;2;25;94043;executive/2anagerial
1867;2;50;95008;executive/2anagerial
1868;2;50;92346;lawyer
1869;2;45;95148;sales/2arketing
1870;2;56;85248;retired
1871;1;45;46774;acade2ic/educator
1872;2;50;92106;writer
1873;2;35;2127;executive/2anagerial
1874;2;45;95076;executive/2anagerial
1875;2;35;94107;progra22er
1876;2;25;92024;progra22er
1877;1;45;90069;writer
1878;2;1;92846;K-12 student
1879;2;25;29732;college/grad student
1880;2;35;91006;other or not speci1ied
1881;2;35;95008;artist
1882;2;35;92352;sel1-e2ployed
1883;1;50;94521;other or not speci1ied
1884;2;45;93108;writer
1885;2;50;94611;technician/engineer
1886;2;25;94086;progra22er
1887;2;56;92119;scientist
1888;2;35;95124;progra22er
1889;2;18;80023;sales/2arketing
1890;2;50;94702;doctor/health care
1891;2;45;91335;acade2ic/educator
1892;2;25;90066;writer
1893;1;35;90024;other or not speci1ied
1894;1;35;94602;executive/2anagerial
1895;2;35;89119;sales/2arketing
1896;2;56;92115;retired
1897;1;50;94530;artist
1898;2;25;91101;progra22er
1899;1;45;2135;doctor/health care
1900;2;56;94109;progra22er
1901;2;50;94024;executive/2anagerial
1902;2;25;93536;une2ployed
1903;2;35;90401;other or not speci1ied
1904;2;18;30115;acade2ic/educator
1905;1;35;94118;writer
1906;1;25;91311;custo2er service
1907;2;35;94804;technician/engineer
1908;2;56;95129;retired
1909;2;18;89146;college/grad student
1910;2;1;94707;K-12 student
1911;1;18;92805;college/grad student
1912;2;25;91325;college/grad student
1913;2;25;95126;technician/engineer
1914;1;35;95051;sales/2arketing
1915;2;50;1938;retired
1916;2;45;90405;executive/2anagerial
1917;2;18;92704;K-12 student
1918;1;45;95209;doctor/health care
1919;2;1;94525;other or not speci1ied
1920;1;35;80122;executive/2anagerial
1921;2;56;92780;progra22er
1922;1;25;94303;executive/2anagerial
1923;2;35;90026;executive/2anagerial
1924;1;56;90630;doctor/health care
1925;2;50;92886;executive/2anagerial
1926;1;1;95404;other or not speci1ied
1927;2;35;94806;executive/2anagerial
1928;2;1;94501;K-12 student
1929;1;1;91107;K-12 student
1930;2;25;94550;scientist
1931;2;25;94114;artist
1932;2;25;94114;executive/2anagerial
1933;2;18;94703;une2ployed
1934;2;25;95014;technician/engineer
1935;2;1;90405;K-12 student
1936;2;35;90026;other or not speci1ied
1937;2;25;92335;lawyer
1938;1;25;91351;artist
1939;1;35;94930;artist
1940;2;25;95158;progra22er
1941;2;35;94550;technician/engineer
1942;2;35;4901;custo2er service
1943;2;18;91501;college/grad student
1944;1;18;93107;college/grad student
1945;2;25;92866;writer
1946;2;25;94110;sales/2arketing
1947;2;25;94041;executive/2anagerial
1948;2;1;93111;K-12 student
1949;2;18;92595;technician/engineer
1950;2;25;49024;progra22er
1951;1;18;90630;college/grad student
1952;2;35;91030;acade2ic/educator
1953;1;25;94566;artist
1954;2;25;91402;sel1-e2ployed
1955;2;1;3109;une2ployed
1956;2;35;44280;other or not speci1ied
1957;1;18;23185;college/grad student
1958;1;25;17055;acade2ic/educator
1959;1;50;53092;retired
1960;2;45;55555;executive/2anagerial
1961;1;50;91911;clerical/ad2in
1962;1;18;60914;acade2ic/educator
1963;1;50;91941;ho2e2aker
1964;1;25;89523;doctor/health care
1965;2;56;48304;technician/engineer
1966;2;25;93637;writer
1967;2;50;92116;executive/2anagerial
1968;2;25;85258;lawyer
1969;1;25;92116;clerical/ad2in
1970;2;50;89052;retired
1971;1;25;80230;sales/2arketing
1972;2;45;92111;technician/engineer
1973;2;25;22903;acade2ic/educator
1974;2;35;12159;technician/engineer
1975;2;18;97361;college/grad student
1976;2;35;58703;custo2er service
1977;2;56;2726;doctor/health care
1978;2;1;43357;K-12 student
1979;2;56;49506;technician/engineer
1980;2;35;6460;executive/2anagerial
1981;2;56;80303;acade2ic/educator
1982;2;1;80540;K-12 student
1983;2;25;92109;sales/2arketing
1984;2;18;92130;K-12 student
1985;2;45;92122;progra22er
1986;2;50;91977;retired
1987;2;25;62629;technician/engineer
1988;1;25;85224;acade2ic/educator
1989;2;50;2090;doctor/health care
1990;2;25;85257;executive/2anagerial
1991;2;25;48309;writer
1992;2;18;85259;college/grad student
1993;2;35;99508;technician/engineer
1994;2;35;89012;artist
1995;2;25;85364;acade2ic/educator
1996;2;35;85621;other or not speci1ied
1997;2;25;84108;other or not speci1ied
1998;1;50;24018;ho2e2aker
1999;1;35;2113;clerical/ad2in
2000;2;18;44685;college/grad student
2001;2;50;48197;acade2ic/educator
2002;1;56;02136-1522;retired
2003;2;1;80014;K-12 student
2004;2;45;53572;une2ployed
2005;2;18;58601;college/grad student
2006;2;35;66048;other or not speci1ied
2007;2;50;80442;sel1-e2ployed
2008;2;25;48220;clerical/ad2in
2009;1;35;60625;executive/2anagerial
2010;2;18;81520;college/grad student
2011;1;35;1545;clerical/ad2in
2012;2;25;49456;college/grad student
2013;2;45;60543;other or not speci1ied
2014;2;18;53233;college/grad student
2015;2;18;1003;college/grad student
2016;1;56;20783;artist
2017;2;25;35808;technician/engineer
2018;2;35;46214;sel1-e2ployed
2019;2;50;27705;acade2ic/educator
2020;2;25;45011;executive/2anagerial
2021;2;25;61364;other or not speci1ied
2022;2;25;60137;executive/2anagerial
2023;2;18;56001;college/grad student
2024;2;1;6614;une2ployed
2025;2;56;3440;retired
2026;2;50;49277;sel1-e2ployed
2027;1;25;48021;ho2e2aker
2028;2;45;44131;doctor/health care
2029;1;25;10011;progra22er
2030;2;25;77345;college/grad student
2031;2;35;60640;writer
2032;2;50;44614;sales/2arketing
2033;1;45;91436;writer
2034;1;45;1851;artist
2035;1;18;45212;other or not speci1ied
2036;1;25;90046;sales/2arketing
2037;2;56;2468;sales/2arketing
2038;1;45;33301;acade2ic/educator
2039;2;50;60060;sel1-e2ployed
2040;1;25;2494;executive/2anagerial
2041;1;25;24015;writer
2042;2;1;79358;K-12 student
2043;2;25;37931;sales/2arketing
2044;1;45;49408;other or not speci1ied
2045;1;1;24179;other or not speci1ied
2046;2;35;91711;acade2ic/educator
2047;2;1;6437;K-12 student
2048;2;50;49456;doctor/health care
2049;1;50;13210;other or not speci1ied
2050;1;35;99504;clerical/ad2in
2051;2;35;93906;executive/2anagerial
2052;2;1;46033;K-12 student
2053;2;45;6416;lawyer
2054;2;25;3110;progra22er
2055;2;50;49008;lawyer
2056;2;25;56301;college/grad student
2057;2;35;49417;acade2ic/educator
2058;1;56;6437;acade2ic/educator
2059;2;35;44130;other or not speci1ied
2060;2;1;48304;acade2ic/educator
2061;2;56;44107;acade2ic/educator
2062;2;18;44646;college/grad student
2063;2;25;43138;college/grad student
2064;2;35;1020;acade2ic/educator
2065;2;25;46807;doctor/health care
2066;1;25;53202;doctor/health care
2067;2;50;6430;sel1-e2ployed
2068;1;35;43528;progra22er
2069;2;56;79068;scientist
2070;1;35;13210;doctor/health care
2071;2;45;1605;executive/2anagerial
2072;1;50;21133;progra22er
2073;1;18;13148;college/grad student
2074;2;18;48197;college/grad student
2075;1;25;13210;college/grad student
2076;2;18;13165;college/grad student
2077;2;18;55112;other or not speci1ied
2078;2;18;13323;college/grad student
2079;2;1;45241;K-12 student
2080;2;25;37931;lawyer
2081;2;18;49445;technician/engineer
2082;2;1;48323;une2ployed
2083;2;18;64920;college/grad student
2084;2;18;23186;college/grad student
2085;2;18;6360;other or not speci1ied
2086;2;35;48328;sales/2arketing
2087;2;25;37923-3112;other or not speci1ied
2088;2;50;60618;executive/2anagerial
2089;2;35;17601;technician/engineer
2090;2;35;48313;technician/engineer
2091;1;35;48044;writer
2092;2;56;49006;acade2ic/educator
2093;2;18;48322;other or not speci1ied
2094;2;35;60061;artist
2095;2;56;58504;retired
2096;1;25;33990;technician/engineer
2097;2;18;48504;custo2er service
2098;2;35;48067;writer
2099;1;18;48823;other or not speci1ied
2100;1;25;24017;other or not speci1ied
2101;2;25;48309;sel1-e2ployed
2102;2;25;48825;lawyer
2103;2;35;3062;progra22er
2104;2;45;60035;scientist
2105;2;25;24060;acade2ic/educator
2106;1;18;495321;writer
2107;2;25;24060;acade2ic/educator
2108;2;1;60462;K-12 student
2109;2;25;13090;sel1-e2ployed
2110;2;50;46802;lawyer
2111;2;56;32806;retired
2112;1;45;23116;progra22er
2113;2;25;4456;doctor/health care
2114;2;18;21740;trades2an/cra1ts2an
2115;2;35;1519;technician/engineer
2116;2;18;49546;college/grad student
2117;2;56;49307;retired
2118;2;25;2148;sales/2arketing
2119;2;35;10036;college/grad student
2120;2;1;2780;other or not speci1ied
2121;2;56;2356;retired
2122;2;35;61614;progra22er
2123;1;35;13064;other or not speci1ied
2124;2;25;12306;other or not speci1ied
2125;2;35;46033;clerical/ad2in
2126;2;56;2632;sales/2arketing
2127;2;18;12309;college/grad student
2128;1;45;46737;acade2ic/educator
2129;2;25;4103;custo2er service
2130;2;45;3060;other or not speci1ied
2131;2;25;1701;other or not speci1ied
2132;2;56;2632;sales/2arketing
2133;1;1;1607;K-12 student
2134;2;18;2780;K-12 student
2135;2;50;1778;acade2ic/educator
2136;2;35;13027;trades2an/cra1ts2an
2137;1;1;681;K-12 student
2138;1;18;88119;college/grad student
2139;1;50;33615;clerical/ad2in
2140;2;45;46804;sales/2arketing
2141;1;50;48706;sel1-e2ployed
2142;1;45;46804;sales/2arketing
2143;2;18;32607;college/grad student
2144;2;18;46517;other or not speci1ied
2145;2;18;32750;K-12 student
2146;2;18;96002;artist
2147;1;18;60641;other or not speci1ied
2148;1;18;81301;other or not speci1ied
2149;2;25;60089;other or not speci1ied
2150;1;18;22904;college/grad student
2151;2;56;33316;retired
2152;2;18;22807;college/grad student
2153;2;18;97405;sel1-e2ployed
2154;2;25;68508;progra22er
2155;1;1;50246;K-12 student
2156;2;18;55912;une2ployed
2157;1;18;45244;clerical/ad2in
2158;2;25;60618;progra22er
2159;1;50;60618;sales/2arketing
2160;1;18;46556;une2ployed
2161;1;35;95521;artist
2162;1;1;35810;K-12 student
2163;2;18;87122;other or not speci1ied
2164;2;35;95826;other or not speci1ied
2165;2;25;32836;executive/2anagerial
2166;2;1;99203;K-12 student
2167;1;25;95833;doctor/health care
2168;2;1;60202;K-12 student
2169;2;1;95451;other or not speci1ied
2170;1;50;99114;sel1-e2ployed
2171;2;35;48103;other or not speci1ied
2172;2;18;60641;writer
2173;2;50;87502;retired
2174;2;50;87505;progra22er
2175;2;25;99217;college/grad student
2176;2;1;73505;une2ployed
2177;1;35;95451;writer
2178;2;45;85251;sales/2arketing
2179;1;25;28304;other or not speci1ied
2180;2;25;27713-9225;progra22er
2181;2;25;45245;other or not speci1ied
2182;1;25;60443;college/grad student
2183;1;56;11795;acade2ic/educator
2184;2;18;45403;college/grad student
2185;2;45;27502;technician/engineer
2186;2;18;41018;custo2er service
2187;2;45;60126;sel1-e2ployed
2188;1;18;60641;une2ployed
2189;2;1;60148;K-12 student
2190;1;25;27603;scientist
2191;2;18;45231;college/grad student
2192;1;25;27713;other or not speci1ied
2193;2;1;41011;K-12 student
2194;2;25;45233;technician/engineer
2195;2;1;60148;K-12 student
2196;2;25;45140;progra22er
2197;1;25;27515;acade2ic/educator
2198;1;35;46815;ho2e2aker
2199;2;1;60613;K-12 student
2200;2;35;60016;acade2ic/educator
2201;2;56;46804;writer
2202;1;1;11743;K-12 student
2203;2;45;53718;progra22er
2204;2;56;94941;clerical/ad2in
2205;1;25;10016;executive/2anagerial
2206;2;45;11201;executive/2anagerial
2207;2;18;7508;college/grad student
2208;2;25;10006;other or not speci1ied
2209;2;35;10011;executive/2anagerial
2210;2;45;88005-4313;technician/engineer
2211;2;45;1950;doctor/health care
2212;2;18;80521;college/grad student
2213;1;25;60622;other or not speci1ied
2214;1;25;46807;acade2ic/educator
2215;1;25;93940;other or not speci1ied
2216;1;25;60612;writer
2217;2;1;44906;K-12 student
2218;2;35;64153;technician/engineer
2219;2;25;60060;doctor/health care
2220;1;50;95451-9554;clerical/ad2in
2221;2;56;94931;technician/engineer
2222;1;45;13088;acade2ic/educator
2223;2;25;60123;artist
2224;2;25;60025;progra22er
2225;2;25;96815;custo2er service
2226;1;25;27514;executive/2anagerial
2227;2;50;60016;sales/2arketing
2228;2;25;60025;progra22er
2229;2;45;61821;other or not speci1ied
2230;1;45;60302;acade2ic/educator
2231;2;50;85726;lawyer
2232;2;25;60061;sales/2arketing
2233;1;35;60187;clerical/ad2in
2234;2;56;85718;acade2ic/educator
2235;2;1;46324;K-12 student
